2025-06-27 11:16:09,727 - training.phase1_lora_training - INFO - info:68 - Phase 1 trainer initialized
2025-06-27 11:16:09,727 - training.phase1_lora_training - INFO - info:68 - Starting Phase 1: Training all LoRA adapters
2025-06-27 11:16:10,175 - training.phase1_lora_training - INFO - info:68 - ==================================================
2025-06-27 11:16:10,175 - training.phase1_lora_training - INFO - info:68 - Training sentiment adapter
2025-06-27 11:16:10,175 - training.phase1_lora_training - INFO - info:68 - ==================================================
2025-06-27 11:16:10,175 - training.phase1_lora_training - INFO - info:68 - Training sentiment adapter for 1 epochs
2025-06-27 11:16:10,177 - training - INFO - info:68 - Starting Epoch 0
2025-06-27 11:17:04,821 - training - INFO - info:68 - Step 65: Loss=0.5554, LR=1.93e-04
2025-06-27 11:17:05,482 - training - INFO - info:68 - Step 66: Loss=0.7277, LR=1.96e-04
2025-06-27 11:17:06,145 - training - INFO - info:68 - Step 67: Loss=0.5976, LR=1.99e-04
2025-06-27 11:17:06,836 - training - INFO - info:68 - Step 68: Loss=0.7251, LR=2.02e-04
2025-06-27 11:17:07,499 - training - INFO - info:68 - Step 69: Loss=0.7205, LR=2.05e-04
2025-06-27 11:17:08,188 - training - INFO - info:68 - Step 70: Loss=0.4756, LR=2.08e-04
2025-06-27 11:17:08,873 - training - INFO - info:68 - Step 71: Loss=0.7961, LR=2.11e-04
2025-06-27 11:17:09,540 - training - INFO - info:68 - Step 72: Loss=0.5903, LR=2.14e-04
2025-06-27 11:17:10,204 - training - INFO - info:68 - Step 73: Loss=0.7665, LR=2.17e-04
2025-06-27 11:17:10,870 - training - INFO - info:68 - Step 74: Loss=0.7068, LR=2.20e-04
2025-06-27 11:17:11,537 - training - INFO - info:68 - Step 75: Loss=0.6882, LR=2.23e-04
2025-06-27 11:17:12,363 - training - INFO - info:68 - Step 76: Loss=0.6939, LR=2.26e-04
2025-06-27 11:17:13,034 - training - INFO - info:68 - Step 77: Loss=0.6781, LR=2.29e-04
2025-06-27 11:17:13,706 - training - INFO - info:68 - Step 78: Loss=0.7525, LR=2.32e-04
2025-06-27 11:17:14,375 - training - INFO - info:68 - Step 79: Loss=0.6739, LR=2.35e-04
2025-06-27 11:17:15,045 - training - INFO - info:68 - Step 80: Loss=0.7200, LR=2.38e-04
2025-06-27 11:17:15,711 - training - INFO - info:68 - Step 81: Loss=0.6846, LR=2.41e-04
2025-06-27 11:17:16,382 - training - INFO - info:68 - Step 82: Loss=0.6923, LR=2.44e-04
2025-06-27 11:17:17,057 - training - INFO - info:68 - Step 83: Loss=0.6875, LR=2.47e-04
2025-06-27 11:17:17,759 - training - INFO - info:68 - Step 84: Loss=0.7695, LR=2.50e-04
2025-06-27 11:17:18,434 - training - INFO - info:68 - Step 85: Loss=0.6753, LR=2.53e-04
2025-06-27 11:17:19,107 - training - INFO - info:68 - Step 86: Loss=0.6723, LR=2.55e-04
2025-06-27 11:17:19,786 - training - INFO - info:68 - Step 87: Loss=0.6691, LR=2.58e-04
2025-06-27 11:17:20,454 - training - INFO - info:68 - Step 88: Loss=0.5842, LR=2.61e-04
2025-06-27 11:17:21,124 - training - INFO - info:68 - Step 89: Loss=0.6104, LR=2.64e-04
2025-06-27 11:17:21,794 - training - INFO - info:68 - Step 90: Loss=0.8505, LR=2.67e-04
2025-06-27 11:17:22,470 - training - INFO - info:68 - Step 91: Loss=0.6686, LR=2.70e-04
2025-06-27 11:17:23,144 - training - INFO - info:68 - Step 92: Loss=0.6867, LR=2.73e-04
2025-06-27 11:17:23,821 - training - INFO - info:68 - Step 93: Loss=0.6274, LR=2.76e-04
2025-06-27 11:17:24,497 - training - INFO - info:68 - Step 94: Loss=0.6945, LR=2.79e-04
2025-06-27 11:17:25,204 - training - INFO - info:68 - Step 95: Loss=0.5633, LR=2.82e-04
2025-06-27 11:17:25,924 - training - INFO - info:68 - Step 96: Loss=0.8803, LR=2.85e-04
2025-06-27 11:17:26,723 - training - INFO - info:68 - Step 97: Loss=0.6902, LR=2.88e-04
2025-06-27 11:17:27,495 - training - INFO - info:68 - Step 98: Loss=0.6834, LR=2.91e-04
2025-06-27 11:17:28,181 - training - INFO - info:68 - Step 99: Loss=0.6571, LR=2.94e-04
2025-06-27 11:17:28,869 - training - INFO - info:68 - Step 100: Loss=0.7450, LR=2.97e-04
2025-06-27 11:17:29,544 - training - INFO - info:68 - Step 101: Loss=0.6665, LR=3.00e-04
2025-06-27 11:17:30,258 - training - INFO - info:68 - Step 102: Loss=0.6262, LR=3.03e-04
2025-06-27 11:17:30,943 - training - INFO - info:68 - Step 103: Loss=0.7354, LR=3.06e-04
2025-06-27 11:17:31,626 - training - INFO - info:68 - Step 104: Loss=0.6599, LR=3.09e-04
2025-06-27 11:17:32,313 - training - INFO - info:68 - Step 105: Loss=0.5891, LR=3.12e-04
2025-06-27 11:17:32,995 - training - INFO - info:68 - Step 106: Loss=0.5786, LR=3.15e-04
2025-06-27 11:17:33,697 - training - INFO - info:68 - Step 107: Loss=0.6080, LR=3.18e-04
2025-06-27 11:17:34,397 - training - INFO - info:68 - Step 108: Loss=0.5416, LR=3.21e-04
2025-06-27 11:17:35,079 - training - INFO - info:68 - Step 109: Loss=1.0258, LR=3.24e-04
2025-06-27 11:17:35,763 - training - INFO - info:68 - Step 110: Loss=0.8339, LR=3.27e-04
2025-06-27 11:17:36,447 - training - INFO - info:68 - Step 111: Loss=0.5696, LR=3.30e-04
2025-06-27 11:17:37,126 - training - INFO - info:68 - Step 112: Loss=0.6928, LR=3.33e-04
2025-06-27 11:17:37,807 - training - INFO - info:68 - Step 113: Loss=0.7077, LR=3.36e-04
2025-06-27 11:17:38,500 - training - INFO - info:68 - Step 114: Loss=0.6217, LR=3.39e-04
2025-06-27 11:17:39,192 - training - INFO - info:68 - Step 115: Loss=0.6672, LR=3.42e-04
2025-06-27 11:17:39,874 - training - INFO - info:68 - Step 116: Loss=0.6564, LR=3.45e-04
2025-06-27 11:17:40,600 - training - INFO - info:68 - Step 117: Loss=0.6287, LR=3.48e-04
2025-06-27 11:17:41,285 - training - INFO - info:68 - Step 118: Loss=0.7349, LR=3.51e-04
2025-06-27 11:17:41,977 - training - INFO - info:68 - Step 119: Loss=0.6397, LR=3.54e-04
2025-06-27 11:17:42,662 - training - INFO - info:68 - Step 120: Loss=0.6486, LR=3.57e-04
2025-06-27 11:17:43,358 - training - INFO - info:68 - Step 121: Loss=0.8150, LR=3.59e-04
2025-06-27 11:17:44,044 - training - INFO - info:68 - Step 122: Loss=0.6226, LR=3.62e-04
2025-06-27 11:17:44,727 - training - INFO - info:68 - Step 123: Loss=0.6404, LR=3.65e-04
2025-06-27 11:17:45,412 - training - INFO - info:68 - Step 124: Loss=0.5414, LR=3.68e-04
2025-06-27 11:17:46,101 - training - INFO - info:68 - Step 125: Loss=0.8430, LR=3.71e-04
2025-06-27 11:17:46,785 - training - INFO - info:68 - Step 126: Loss=0.4109, LR=3.74e-04
2025-06-27 11:17:47,559 - training - INFO - info:68 - Step 127: Loss=0.7355, LR=3.77e-04
2025-06-27 11:17:48,250 - training - INFO - info:68 - Step 128: Loss=0.6195, LR=3.80e-04
2025-06-27 11:17:48,943 - training - INFO - info:68 - Step 129: Loss=0.6293, LR=3.83e-04
2025-06-27 11:17:49,629 - training - INFO - info:68 - Step 130: Loss=0.6615, LR=3.86e-04
2025-06-27 11:17:50,318 - training - INFO - info:68 - Step 131: Loss=0.6081, LR=3.89e-04
2025-06-27 11:17:51,030 - training - INFO - info:68 - Step 132: Loss=0.4383, LR=3.92e-04
2025-06-27 11:17:51,775 - training - INFO - info:68 - Step 133: Loss=0.4801, LR=3.95e-04
2025-06-27 11:17:52,489 - training - INFO - info:68 - Step 134: Loss=0.3182, LR=3.98e-04
2025-06-27 11:17:53,194 - training - INFO - info:68 - Step 135: Loss=0.7398, LR=4.01e-04
2025-06-27 11:17:53,886 - training - INFO - info:68 - Step 136: Loss=0.9688, LR=4.04e-04
2025-06-27 11:17:54,582 - training - INFO - info:68 - Step 137: Loss=0.4311, LR=4.07e-04
2025-06-27 11:17:55,294 - training - INFO - info:68 - Step 138: Loss=0.6142, LR=4.10e-04
2025-06-27 11:17:56,029 - training - INFO - info:68 - Step 139: Loss=0.5936, LR=4.13e-04
2025-06-27 11:17:56,763 - training - INFO - info:68 - Step 140: Loss=0.6656, LR=4.16e-04
2025-06-27 11:17:57,509 - training - INFO - info:68 - Step 141: Loss=0.6663, LR=4.19e-04
2025-06-27 11:17:58,239 - training - INFO - info:68 - Step 142: Loss=0.6613, LR=4.22e-04
2025-06-27 11:17:58,969 - training - INFO - info:68 - Step 143: Loss=0.4124, LR=4.25e-04
2025-06-27 11:17:59,701 - training - INFO - info:68 - Step 144: Loss=0.5074, LR=4.28e-04
2025-06-27 11:18:00,420 - training - INFO - info:68 - Step 145: Loss=0.6438, LR=4.31e-04
2025-06-27 11:18:01,141 - training - INFO - info:68 - Step 146: Loss=0.6240, LR=4.34e-04
2025-06-27 11:18:01,876 - training - INFO - info:68 - Step 147: Loss=0.6135, LR=4.37e-04
2025-06-27 11:18:02,638 - training - INFO - info:68 - Step 148: Loss=0.5844, LR=4.40e-04
2025-06-27 11:18:03,450 - training - INFO - info:68 - Step 149: Loss=0.5003, LR=4.43e-04
2025-06-27 11:18:04,190 - training - INFO - info:68 - Step 150: Loss=0.7283, LR=4.46e-04
2025-06-27 11:18:04,918 - training - INFO - info:68 - Step 151: Loss=0.9159, LR=4.49e-04
2025-06-27 11:18:05,656 - training - INFO - info:68 - Step 152: Loss=0.5509, LR=4.52e-04
2025-06-27 11:18:06,489 - training - INFO - info:68 - Step 153: Loss=0.5957, LR=4.55e-04
2025-06-27 11:18:07,232 - training - INFO - info:68 - Step 154: Loss=0.6067, LR=4.58e-04
2025-06-27 11:18:07,964 - training - INFO - info:68 - Step 155: Loss=0.6376, LR=4.60e-04
